Refererence set,Term,Preferred Term,Concept Id
Intervensjoner,Assessment of history of previous radiation exposure (procedure),vurdering av tidligere strålingseksponering,372049008
Intervensjoner,Evaluation procedure (procedure),vurdering,386053000
Intervensjoner,Promotion of use of hip protector (procedure),fremjing av bruk av hoftebeskyttar,710128005
Intervensjoner,Preventing spread of infection (procedure),forebygging av smittespredning,275840002
Intervensjoner,Nil by mouth (regime/therapy),null per os,182923009
Intervensjoner,Assessment of peripheral neurovascular function (procedure),undersøkelse av perifer nevrovaskulær funksjon,713134004
Intervensjoner,Measurement of skull circumference (procedure),måling av hodeomkrets,56792006
Intervensjoner,Dialysis care (regime/therapy),pleie ved dialyse,385971003
Intervensjoner,"Assessment of philosophical, cultural, and spiritual beliefs and values (procedure)","vurdering av filosofiske, kulturelle og åndelege oppfatninger og verdiar",370813004
Intervensjoner,Hospice care education (procedure),undervisning om hospice,385764003
Intervensjoner,Assessment of decision on coercive measures (procedure),vurdering av vedtak om tvangstiltak,13421000202108
Intervensjoner,Alternating the patient's position (procedure),snuregime,225286008
Intervensjoner,Disease process or condition education (procedure),undervisning om sykdomsprosess,84635008
Intervensjoner,Nutrition management (procedure),håndtering av ernæring,386372009
Intervensjoner,Diabetic foot ulcer prevention (regime/therapy),førebygging av diabetisk fotsår,713150007
Intervensjoner,Prevention of social isolation (procedure),forebygging av sosial isolasjon,278081000202108
Intervensjoner,Prioritizing treatment regime (procedure),prioritering av behandlingsregime,710981001
Intervensjoner,Blood pressure taking education (procedure),opplæring i blodtrykksmåling,50723001
Intervensjoner,Oral health promotion (regime/therapy),fremming av munnhelse,386376007
Intervensjoner,Identification of preoperative cardiac status (procedure),avklaring av preoperativ hjartestatus,710771005
Intervensjoner,Referral to pain management specialist (procedure),henvisning til smertespesialist,306265007
Intervensjoner,Optimization of pain management (procedure),optimalisering av smertehandtering,287851000202100
Intervensjoner,Shaving of hair (procedure),barbering,1234812003
Intervensjoner,Monitoring fluid intake (regime/therapy),overvaking av væskeinntak,711001007
Intervensjoner,Support for family mourning process (regime/therapy),støtte til sorgprosessen til pårørande,710865005
Intervensjoner,Diversional therapy (regime/therapy),avleiingsterapi,46964002
Intervensjoner,Referral to stoma nurse (procedure),tilvising til stomisjukepleiar,308457002
Intervensjoner,Monitoring food intake (regime/therapy),observasjon av matinntak,710999009
Intervensjoner,Wandering control management (procedure),håndtering av kontrolltiltak ved vandring,408898000
Intervensjoner,Monitoring for risk of complications of patient-controlled analgesia (regime/therapy),overvåking av risiko for negativ respons på pasientstyrt analgesi,710992000
Intervensjoner,Implementation of protective measures during neurosurgical procedures (procedure),forebyggende tiltak under nevrokirurgisk prosedyre,372066005
Intervensjoner,Learning facilitation (regime/therapy),tilrettelegging for læring,386346000
Intervensjoner,Environmental assessment (procedure),vurdering av miljø,225342001
Intervensjoner,Assessment of delirium (procedure),vurdering av delirium,733870009
Intervensjoner,Liaising with social worker (procedure),samarbeid med sosialarbeidar,709753004
Intervensjoner,Electrocardiographic monitoring (procedure),EKG-monitorering,46825001
Intervensjoner,Diarrhea care (regime/therapy),diarébehandling,386260000
Intervensjoner,Assessment of sensory level (procedure),kartlegging av sensorisk nivå,657721000202105
Intervensjoner,Epilation (procedure),hårfjerning,1449002
Intervensjoner,Evaluation of breastfeeding plan (procedure),vurdering av ammeplan,712745001
Intervensjoner,Crisis intervention (regime/therapy),kriseintervensjon,24172008
Intervensjoner,Ostomy care education (procedure),undervisning om stomistell,410091003
Intervensjoner,Prosthesis care (regime/therapy),stell av protese,386402007
Intervensjoner,Monitoring substance withdrawal (regime/therapy),overvåking av abstinenstilstand,1254959003
Intervensjoner,Assessment of consciousness level (procedure),vurdering av medvitsnivå,444714004
Intervensjoner,Liaising with pain management specialist (procedure),samarbeid med spesialist i smertehandtering,709756007
Intervensjoner,Skin condition care (regime/therapy),behandling av hudtilstand,711282006
Intervensjoner,Assessment of electrical injury (procedure),vurdering av elektrisk skade,712535001
Intervensjoner,Assessment of risk of pressure injury (procedure),vurdering av risiko for trykksår,225392000
Intervensjoner,Assessment of sense of balance (procedure),vurdering av balansesans,427226009
Intervensjoner,Evaluation of response to medications (procedure),vurdering av legemiddelrespons,370807008
Intervensjoner,Administration of drug or medicament via nasal route (procedure),nasal administrasjon av legemiddel,406172003
Intervensjoner,Assessment of wound drain device (procedure),vurdering av sårdren,445099008
Intervensjoner,Assessment of delusions (procedure),vurdering av vrangforestillinger,17131000202107
Intervensjoner,Digestive function tests (procedure),test av fordøyingsfunksjon,167197004
Intervensjoner,Assessment of body movement (procedure),vurdering av kroppsrørsle,733919004
Intervensjoner,Tobacco usage screening (procedure),kartlegging for tobakkbruk,171209009
Intervensjoner,Assessment of memory (procedure),vurdering av hukommelse,1199901000168108
Intervensjoner,Promotion of use of progressive muscle relaxation technique (procedure),fremming av bruk av progressiv muskelavspenningsteknikk,710124007
Intervensjoner,Cardiac monitoring (regime/therapy),hjarteovervaking,23852006
Intervensjoner,Infant massage health education (procedure),opplæring i spedbarnsmassasje,395127001
Intervensjoner,Ambulating patient (procedure),mobilisering av pasient,62013009
Intervensjoner,Venipuncture for blood test (procedure),venepunksjon for blodprøvetaking,28520004
Intervensjoner,Education about breast care during postpartum period (procedure),opplæring i stell av bryst etter fødsel,710716009
Intervensjoner,Assessment of need for equipment (procedure),vurdering av utstyrsbehov,287881000202108
Intervensjoner,Provision of privacy (procedure),tilrettelegging for privatliv,710920002
Intervensjoner,Promotion of urinary bladder routine (procedure),fremjing av blæretømmingsrutine,710139008
Intervensjoner,Paresis developement assessment (procedure),vurdering av utvikling av parese,508021000202108
Intervensjoner,Information gathering of patient resources (procedure),kartlegging av pasienten sine ressursar,457571000202101
Intervensjoner,Management of negative response to treatment (procedure),handtering av negativ respons på behandling,710047005
Intervensjoner,Preparation for procedure (regime/therapy),førebuing til prosedyre,443425001
Intervensjoner,Respite care of family (regime/therapy),avlastning av pårørende,598031000202108
Intervensjoner,Post-surgical monitoring for signs and symptoms of infection (regime/therapy),postoperativ overvåking av tegn og symptomer på infeksjon,711127009
Intervensjoner,Education about peristomal skin complications (procedure),undervisning om peristomale hudkomplikasjonar,710682005
Intervensjoner,Learning assessment (procedure),vurdering av læring,371586004
Intervensjoner,Decision making encouragement (procedure),oppmuntring til avgjerdstaking,133920001
Intervensjoner,Assessment of knowledge of cross infection (procedure),vurdering av kunnskap om kryssinfeksjon,709482002
Intervensjoner,Rehabilitation therapy (regime/therapy),rehabiliteringsterapi,52052004
Intervensjoner,Liaising with physician (procedure),samarbeid med lege,709755006
Intervensjoner,Technical equipment management (procedure),håndtering av teknisk utstyr,386471001
Intervensjoner,Fluid intake education (procedure),undervisning om væskeinntak,313210009
Intervensjoner,Blood glucose monitoring (regime/therapy),overvaking av blodsukker,698472009
Intervensjoner,Delivery care management (procedure),håndtering av pleie ved forløsning,409014006
Intervensjoner,Care of closed wound (regime/therapy),stell av lukket sår,1153458007
Intervensjoner,Auscultation of lower respiratory tract (procedure),auskultasjon av lunger,449264008
Intervensjoner,Informing patient (procedure),informering av pasient,310866003
Intervensjoner,Intravenous therapy (regime/therapy),intravenøs behandling,386340006
Intervensjoner,Venous access device maintenance (procedure),stell av intravenøstilgang,386493006
Intervensjoner,Substance use treatment: overdose (regime/therapy),behandling av substansoverdose,386451005
Intervensjoner,Education of family about sleep (situation),pårørandeundervisning om søvn,1153469005
Intervensjoner,Liaising with nutritionist (procedure),samarbeid med ernæringsfysiolog,709763007
Intervensjoner,Assessment of attitude toward nutritional status (procedure),vurdering av holdning til ernæringsstatus,710836004
Intervensjoner,Scheduling of follow up appointment (procedure),fastsetjing av tidspunkt for oppfølgingstime,1156892006
Intervensjoner,Rehabilitation therapy education (procedure),undervisning om rehabilitering,410082002
Intervensjoner,Monitoring for signs and symptoms of infection (regime/therapy),overvaking av teikn og symptom på infeksjon,370835007
Intervensjoner,Giving encouragement to participate (procedure),oppmuntring til deltaking,314064009
Intervensjoner,Treatment of fever (procedure),behandling av feber,386305005
Intervensjoner,Management of defecation (procedure),håndtering av avføring,710969000
Intervensjoner,Functional assessment (procedure),funksjonsvurdering,12894003
Intervensjoner,Provides status reports to family/support person (procedure),"rapportering av status til pårørende, familie eller støtteperson",370849003
Intervensjoner,Minimizing environmental stimuli (procedure),minimering av stimuli i omgivelser,710978006
Intervensjoner,Assessment of decisional conflict (procedure),vurdering av beslutningskonflikt,709545009
Intervensjoner,Autotransfusion (procedure),autotransfusjon,3320000
Intervensjoner,Liaising with healthcare provider about fluid therapy (procedure),samarbeid med helsepersonell om væskebehandling,1156700003
Intervensjoner,Implementation of protective measures to prevent injury due to radiation sources (procedure),førebygging av stråleskade,370826000
Intervensjoner,Assessment of need of legal guardian (procedure),vurdering av behov for verge,18121000202109
Intervensjoner,Assessment of injury to respiratory system (procedure),vurdering av skade på respirasjonssystem,287831000202109
Intervensjoner,Promotion of physical mobility (procedure),fremming av fysisk mobilitet,710122006
Intervensjoner,Assessment of exercise behavior (procedure),vurdering av treningsatferd,710849009
Intervensjoner,Care of aborted fetus (procedure),handtering av abortert foster,627851000202107
Intervensjoner,Direct current cardioversion care (regime/therapy),pleie ved elektrokonvertering,517891000202102
Intervensjoner,Assessment of peripheral tissue perfusion (procedure),vurdering av perifer vevsperfusjon,713135003
Intervensjoner,Evaluation of oral and pharyngeal swallowing function (procedure),vurdering av oral og faryngeal svelgjefunksjon,440363007
Intervensjoner,Assessment of growth and development in patient with eating disorder (procedure),vurdering av vekst og utvikling hos pasient med eteforstyrringar,15561000202100
Intervensjoner,Assessment of readiness for disclosure of health status (procedure),vurdering av om pasient er klar til å være åpen om helsetilstand,709506004
Intervensjoner,Ensuring continuity of care (procedure),sikring av kontinuitet i pleien,1156705008
Intervensjoner,Facilitation of compliance to regime (procedure),tilrettelegging for etterleving av regime,1156689009
Intervensjoner,Interaction surveillance (regime/therapy),interaksjonsovervaking,410393005
Intervensjoner,Assessment of family knowledge of disease (situation),vurdering av pårørande sin kunnskap om sjukdom,709473008
